"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change","symbol"
"ENSG00000162599",845.797418814513,-0.0240866352735241,0.160238190558148,-0.15031769386327,0.880513973910587,0.947982658447015,"NOT","NFIA"
"ENSG00000267731",34.3788805032965,0.568865328865835,0.582645679332839,0.976348661020222,0.328891713438136,0.576870918991897,"NOT","ENSG00000267731"
"ENSG00000029364",6426.78245140432,0.100904525979454,0.0864389638283869,1.16735001798247,0.243069047054184,0.484191621923752,"NOT","SLC39A9"
"ENSG00000029363",12535.4213014108,-0.206106511824421,0.173957992263207,-1.18480622328965,0.236094071453933,0.475672056311103,"NOT","BCLAF1"
"ENSG00000267737",33.7048735979726,0.694064098332415,0.554539092475088,1.25160535614285,0.210713701926213,0.44575374106222,"NOT","ENSG00000267737"
"ENSG00000118640",1735.7869089966,0.190509283970264,0.156438077453012,1.21779356453346,0.223302430491245,0.460722771951534,"NOT","VAMP8"
"ENSG00000168488",11246.1988015406,0.0805128523461041,0.0928980925061142,0.866679284516041,0.386117758819889,0.629908578062201,"NOT","ATXN2L"
"ENSG00000259169",348.138112888021,-0.000563570648015578,0.131622781330951,-0.00428171052394448,0.996583699717652,0.998619400222929,"NOT","GNRHR2P1"
"ENSG00000253141",4.85677477173527,-2.73223066536868,1.64549834081729,-1.66042748120404,0.096828485477821,NA,"NOT","ENSG00000253141"
"ENSG00000115073",2369.31629568981,0.415837420610455,0.13898220078793,2.99201925320618,0.00277138784179001,0.022875287190484,"NOT","ACTR1B"
"ENSG00000259162",32.7230158035403,-0.398792282103659,0.401591647962965,-0.993029322513289,0.320695664972156,0.569152004735109,"NOT","ENSG00000259162"
"ENSG00000213853",2161.76639737544,0.64436122022246,0.0759382810836266,8.48532796670576,2.15111154955405e-17,6.7348335566124e-15,"NOT","EMP2"
"ENSG00000213856",14.0695904379427,0.47584551236171,0.885483757254704,0.537384800639359,0.591001840090312,NA,"NOT","ENSG00000213856"
"ENSG00000213859",1801.92251726676,-0.050155538373088,0.0915702359977022,-0.547727521138491,0.583879012021624,0.782961092404258,"NOT","KCTD11"
"ENSG00000225813",34.353281427006,-0.130252926157126,0.457672325351041,-0.284598650480385,0.775951645274854,0.895640110835569,"NOT","ENSG00000225813"
"ENSG00000269911",33.3419459075092,0.114353854527274,0.455049875190992,0.2512996063987,0.801582479450144,0.910402998493054,"NOT","ENSG00000269911"
"ENSG00000055070",15235.1377728041,0.126473805233077,0.0642239609873101,1.96926199021058,0.0489230135826094,0.177209051591482,"NOT","SZRD1"
"ENSG00000155719",6.85225931354497,1.52775041837953,1.28928504622775,1.18495938725846,0.236033504825485,NA,"NOT","OTOA"
"ENSG00000162337",6634.48094938086,-0.100975414069463,0.117504918529831,-0.859329254747987,0.390158888398048,0.633371647990359,"NOT","LRP5"
"ENSG00000182010",1221.44260636861,0.0410979748165675,0.254155744859347,0.161703898683508,0.871539034245382,0.943894395113132,"NOT","RTKN2"
"ENSG00000186704",82.5193951441561,-0.0346805423174299,0.487344327940847,-0.0711622980490283,0.943268587110898,0.976100428938256,"NOT","ENSG00000186704"
"ENSG00000251595",380.324466961698,-0.733525361337225,0.377350872551783,-1.94388145011263,0.0519097486716272,0.184035362383459,"NOT","ENSG00000251595"
"ENSG00000245293",24.8605490668738,-0.253278645412691,0.670537946615112,-0.377724551893366,0.705635226937626,0.856258513985691,"NOT","CYP2U1-AS1"
"ENSG00000164659",1729.61325928295,0.181748261171991,0.115557724219244,1.57279197388109,0.11576699471523,0.309170818625764,"NOT","ELAPOR2"
"ENSG00000164651",71.011273238716,0.124365032299376,0.305864690090793,0.406601468977866,0.684300718160363,0.844861078397745,"NOT","SP8"
"ENSG00000164654",1188.93678107666,-0.14407793273703,0.102322347660425,-1.40807884134146,0.159107725557612,0.377737263036354,"NOT","MIOS"
"ENSG00000114978",13554.456503906,-0.271663113932023,0.175743503927441,-1.54579320350972,0.122154518978253,0.320040962361289,"NOT","MOB1A"
"ENSG00000161021",4271.74450565697,0.0656985465142264,0.0895857050545344,0.733359708161398,0.46333906695557,0.694836412325229,"NOT","MAML1"
"ENSG00000254694",9.94141580199079,-1.1755130194199,1.0933680602523,-1.07513019828716,0.282316441000696,NA,"NOT","ENSG00000254694"
"ENSG00000266921",24.5888786513458,-4.77160154807598,1.16470237525408,-4.09684194817157,4.18824645157714e-05,0.000816910497467124,"Down","ZNF230-DT"
"ENSG00000257341",33.851228572908,3.77033074987893,3.7438846449223,1.00706381405007,0.313904109082232,0.561262772432479,"NOT","ENSG00000257341"
"ENSG00000234337",42.4148739737674,-0.543426130359662,0.396787795599562,-1.36956362162935,0.170823161972859,0.393460309182323,"NOT","ENSG00000234337"
"ENSG00000119509",1386.23834882047,0.334027042874335,0.119061949210467,2.80548945393017,0.00502402254011595,0.0354158483330611,"NOT","INVS"
"ENSG00000165309",80.4160987669482,0.122927890237346,0.309202836701546,0.397563914835621,0.690951664339208,0.848104396747395,"NOT","ARMC3"
"ENSG00000165304",4232.93368744705,0.220443493340813,0.100164553535083,2.20081341712967,0.0277492353572665,0.121100303978035,"NOT","MELK"
"ENSG00000101608",10954.1228421405,-0.386428722008736,0.0804253966907175,-4.80480964855889,1.54898802098817e-06,4.93474973212706e-05,"NOT","MYL12A"
"ENSG00000101605",72.8606537325389,-0.238142042771845,0.357056292556037,-0.6669593779375,0.504798081278852,0.726534467173111,"NOT","MYOM1"
"ENSG00000170100",1949.09057369739,-0.121089847896595,0.0890151860662112,-1.36032797602115,0.17372615916536,0.398045959931538,"NOT","ZNF778"
"ENSG00000198791",6649.99674808183,-0.177652268579936,0.14817060906535,-1.19897103548777,0.230539208310677,0.469270427498439,"NOT","CNOT7"
"ENSG00000198792",9037.38828671632,0.178694813626461,0.100478246574773,1.77844279451555,0.0753311594369072,0.234718346639464,"NOT","TMEM184B"
"ENSG00000198793",7441.88035991895,0.278075296803681,0.0801924295403227,3.46760035077697,0.000525127630522064,0.00660373451707075,"NOT","MTOR"
"ENSG00000198794",923.420029559454,0.0396546641939072,0.0933586973023946,0.424755971749084,0.671014576590552,0.836732979807405,"NOT","SCAMP5"
"ENSG00000198796",11.6087958176422,-0.73441486698645,1.12140815447924,-0.654904161391172,0.512529460798523,NA,"NOT","ALPK2"
"ENSG00000197776",34.1073553881554,-2.22928663682376,0.410616446538335,-5.42912164288001,5.66320761123922e-08,2.71340862829797e-06,"Down","KLHDC1"
"ENSG00000175550",5705.68542299648,0.0838933196973748,0.0983155442555631,0.85330677191087,0.393489205682283,0.635853397615823,"NOT","DRAP1"
"ENSG00000175556",348.810804498604,0.192235245350665,0.171222937043434,1.12271900406603,0.261556854210104,0.506597883768456,"NOT","LONRF3"
"ENSG00000197771",10727.9812018061,0.166909151538107,0.0640288359363394,2.60678097762165,0.00913978019378917,0.0546131189664421,"NOT","MCMBP"
"ENSG00000161682",2071.73652392328,0.343567517120839,0.283261392692604,1.21289920188198,0.225168360832947,0.462589915642661,"NOT","FAM171A2"
"ENSG00000161681",843.349717290573,-0.873498656909562,0.113447967154042,-7.6995531856777,1.36542831343851e-14,2.75721719831507e-12,"NOT","SHANK1"
"ENSG00000279845",9.14890920281793,-1.17052118693009,1.02939190404856,-1.13709966274892,0.25549662491172,NA,"NOT","ENSG00000279845"
"ENSG00000284337",19.5657649956742,0.613105943721885,2.36610764621277,0.259120055126499,0.795542611367125,0.907369243878047,"NOT","LIMS3-LOC440895"
"ENSG00000076321",1217.68298144008,-0.0979007232383008,0.0950089280549239,-1.03043708883554,0.302804870231312,0.550071413007509,"NOT","KLHL20"
"ENSG00000183864",6338.48732789306,0.0508367902742433,0.074447922966964,0.682850350261645,0.494701409930737,0.719160978266417,"NOT","TOB2"
"ENSG00000167680",8455.27344585803,-0.0996018617348045,0.162408533013292,-0.613279732824461,0.53969139197272,0.752650025868414,"NOT","SEMA6B"
"ENSG00000124217",851.339692280963,0.157552089466444,0.103041005752771,1.52902321086094,0.126258689945551,0.327019191373737,"NOT","MOCS3"
"ENSG00000124214",9535.06013589454,-0.288142220718846,0.0927846994777575,-3.10549284893594,0.0018996221403906,0.0175027126481716,"NOT","STAU1"
"ENSG00000124215",6.66480783189569,-0.322701104866331,1.65459180111519,-0.195033666097482,0.845366591931433,NA,"NOT","CDH26"
"ENSG00000167685",1424.84950941547,0.268271954286426,0.184291191906581,1.45569601840991,0.145476671057333,0.357471024320719,"NOT","ZNF444"
"ENSG00000247595",19.2954538260613,-0.840971064223797,0.586892662006454,-1.43292141590032,0.151880296287297,0.367242916149272,"NOT","MISFA"
"ENSG00000161970",37056.4153771574,0.151780957995797,0.0935605230208712,1.62227564676971,0.104744340706938,0.290522755903054,"NOT","RPL26"
"ENSG00000175073",3470.01131649579,-0.428681785458045,0.187975312435558,-2.28052173396444,0.0225767632675179,0.104923645460673,"NOT","VCPIP1"
"ENSG00000160087",2925.22949036841,-0.128804449982182,0.117534791024452,-1.09588360058756,0.273129716687583,0.519238120323473,"NOT","UBE2J2"
"ENSG00000036054",2033.26745441144,-0.30342763516956,0.174666669265792,-1.73718109153287,0.082355211369855,0.248655960938505,"NOT","TBC1D23"
"ENSG00000002587",3511.98643299694,0.567709854025505,0.116428380434065,4.87604355492177,1.08234720353391e-06,3.63296541016124e-05,"NOT","HS3ST1"
"ENSG00000002586",3370.52069330811,0.0270138483463432,0.0849682968569947,0.317928560952666,0.750539127246232,0.882538367652938,"NOT","CD99"
"ENSG00000231013",14.5074963054587,0.234385892750736,0.682888742927235,0.343227055912549,0.731427651919841,NA,"NOT","SCTR-AS1"
"ENSG00000177954",8076.4618119384,-0.039091543671611,0.210044203608667,-0.186111032820703,0.852357690129928,0.935294140027011,"NOT","RPS27"
"ENSG00000177951",3367.19841878667,0.00342402723279748,0.0881178928637599,0.0388573435146867,0.969004125808356,0.986114310426121,"NOT","BET1L"
"ENSG00000198242",34027.659601152,0.095743655876017,0.0820623974837445,1.1667177515132,0.243324371620062,0.484487638623762,"NOT","RPL23A"
"ENSG00000237862",13.2121647748582,0.406382598152874,0.635898293680047,0.639068546325344,0.522778340711348,NA,"NOT","LOC100506271"
"ENSG00000198246",551.567861812067,0.338582962187297,0.176687129465984,1.91628537523149,0.0553287813692984,0.191665031994474,"NOT","SLC29A3"
"ENSG00000092140",2977.20075194494,-0.191627964600961,0.250952079401364,-0.763603812560876,0.445103376589108,0.681158959673151,"NOT","G2E3"
"ENSG00000135916",14851.1393542922,-0.000294146487295461,0.0834733120158756,-0.00352383869996099,0.997188389325377,0.998783450731358,"NOT","ITM2C"
"ENSG00000135913",2482.19601260644,-0.0186326118547326,0.180001073003643,-0.103513893244156,0.917555123513299,0.964452621433086,"NOT","USP37"
"ENSG00000135912",2473.94363480133,0.148695676266708,0.108509041993831,1.37035286216204,0.170576779028512,0.393233938095564,"NOT","TTLL4"
"ENSG00000092148",11448.7209021261,-0.115951139139806,0.0994081603112358,-1.16641469650757,0.243446819393158,0.484536834721497,"NOT","HECTD1"
"ENSG00000034693",1323.94771602534,-0.213626400743025,0.086695527134845,-2.46409945014526,0.013735799369973,0.0731676094923261,"NOT","PEX3"
"ENSG00000135919",9322.14148764274,0.293643037986442,0.0627835426148308,4.67707022822693,2.91002618336351e-06,8.45490647419167e-05,"NOT","SERPINE2"
"ENSG00000230487",242.866059484793,-0.222100200539198,0.186674124972561,-1.1897749651798,0.234134851799579,0.473458726267555,"NOT","PSMG3-AS1"
"ENSG00000176396",837.194470564471,-0.143095428875618,0.140404846626335,-1.01916302972392,0.308125574975826,0.555360031363377,"NOT","EID2"
"ENSG00000176390",2601.9329542621,-0.0816631415520068,0.0993808313737561,-0.821719243270206,0.411236704505193,0.652880513823204,"NOT","CRLF3"
"ENSG00000176393",6823.08037573493,0.261500362589061,0.0951470128904428,2.74838226282696,0.00598901398851637,0.0402943701435601,"NOT","RNPEP"
"ENSG00000176399",10.273395236592,-0.289396243309644,1.12814511001029,-0.25652395311717,0.797546287150068,NA,"NOT","DMRTA1"
"ENSG00000259531",15.2248414091908,-0.816982368643453,0.915145806572811,-0.892734647064629,0.371999291475147,NA,"NOT","ENSG00000259531"
"ENSG00000243902",48.7226852171093,0.0994206738480036,0.346348641965305,0.287053742390487,0.77407117045649,0.894592825894346,"NOT","ELFN2"
"ENSG00000083635",892.154693248146,-0.136131160675782,0.0985094481107334,-1.38190968771603,0.166999432982733,0.388588250068356,"NOT","NUFIP1"
"ENSG00000279713",59.7313110770029,-0.793484951552869,0.298775809884806,-2.65578713303061,0.00791235420801841,0.0496648600288304,"NOT","ENSG00000279713"
"ENSG00000167536",746.865775875459,0.0254314904723971,0.187012455624001,0.135988217402634,0.891830595583592,0.953276156387702,"NOT","DHRS13"
"ENSG00000167535",2302.7739781429,0.0934881555651681,0.100458502530126,0.930614663872107,0.35205292641621,0.5991061502607,"NOT","CACNB3"
"ENSG00000188886",6.32181102267069,1.87200240850751,1.25023156611476,1.49732454310442,0.134308831703386,NA,"NOT","ASTL"
"ENSG00000188883",46.1396261270794,0.312772552422449,0.545869688480833,0.572980253387767,0.566658064223588,0.771496639273031,"NOT","KLRG2"
"ENSG00000241506",317.722685473032,-0.431353485955763,0.225040903141207,-1.91677814981529,0.0552661219817151,0.191558982451988,"NOT","PSMC1P1"
"ENSG00000237289",470.388842135891,0.160714813756502,0.138139086911949,1.16342750881902,0.24465609385903,0.486069361302317,"NOT","CKMT1B"
"ENSG00000226450",43.5460345729889,-0.339313450620384,0.427657806637304,-0.793422791199401,0.427531536421076,0.666109230334757,"NOT","CYP2D8P"
"ENSG00000153207",6412.50543499822,-0.306831443371109,0.124743546790009,-2.45969792639954,0.0139053999634817,0.0738327947183813,"NOT","AHCTF1"
"ENSG00000271781",22.2390161849041,0.157426929362382,0.608146886963194,0.258863331765949,0.795740691048951,0.907369243878047,"NOT","ENSG00000271781"
"ENSG00000271780",45.8219518252066,-1.0379469788855,0.410839538245743,-2.52640479374858,0.0115236617769947,0.0641896239903211,"NOT","ENSG00000271780"
"ENSG00000049192",80.6635428252202,-0.128486964288962,0.318300910881042,-0.4036650851338,0.68645901778368,0.84587861354603,"NOT","ADAMTS6"
"ENSG00000271789",17.7227493317778,-0.281026283903713,0.653824655905069,-0.429819036901716,0.667327283791981,0.8343789432003,"NOT","ENSG00000271789"
"ENSG00000177042",483.636625971053,0.0540514100294394,0.151825485865679,0.356010123868525,0.72183298350172,0.866185381925011,"NOT","TMEM80"
"ENSG00000129566",4466.85649330269,-0.272896388665564,0.0787160520489111,-3.4668454725854,0.000526604534441066,0.00661314781529413,"NOT","TEP1"
"ENSG00000272787",26.2886693235731,-0.0383958049608756,0.546419930002845,-0.0702679438516741,0.943980396519227,0.976325193472926,"NOT","ENSG00000272787"
"ENSG00000154252",13.6830693671728,0.63361648743829,0.7637260129933,0.829638478536215,0.40674321456712,NA,"NOT","GAL3ST2"
"ENSG00000141232",8241.95574929385,-0.448576826412113,0.0825108122256765,-5.43658236189948,5.43122396495332e-08,2.62302116966987e-06,"NOT","TOB1"
"ENSG00000277559",8.94449453383753,1.36899901312118,1.05688287129512,1.29531762724434,0.195210680806396,NA,"NOT","ENSG00000277559"
"ENSG00000172671",636.801247395637,0.0910372584973363,0.113085700398694,0.805028913261148,0.420802995208409,0.660674527925773,"NOT","ZFAND4"
"ENSG00000280383",54.2780369105398,-0.186337601194388,0.438667150577017,-0.424781297047847,0.670996113044616,0.836732979807405,"NOT","ENSG00000280383"
"ENSG00000223764",173.690779034721,-0.455805862517522,0.22877145199438,-1.9924070881393,0.0463264102685914,0.171234184583545,"NOT","LINC02593"
"ENSG00000223768",2209.41815844162,0.221391111869944,0.0872998287212405,2.53598563837822,0.0112131332569423,0.0630784758161035,"NOT","LINC00205"
"ENSG00000237614",5.70939974785941,0.152116192429903,1.47120384411572,0.103395727953208,0.917648902575432,NA,"NOT","ENSG00000237614"
"ENSG00000136754",3269.83062438225,0.0302259263374563,0.130017488704392,0.232475851046301,0.816168441539765,0.917138379045163,"NOT","ABI1"
"ENSG00000136758",12356.4824244683,-0.187197226720866,0.122041826537784,-1.53387762238146,0.125059762139512,0.324863256659992,"NOT","YME1L1"
"ENSG00000270781",8.61788039707382,-0.114983274303442,0.899157192910635,-0.127878946206539,0.898244772727944,NA,"NOT","ENSG00000270781"
"ENSG00000289293",192.245987937285,0.0131611746362478,0.256889169415624,0.0512328903012419,0.959139943579071,0.982198431435993,"NOT","ENSG00000289293"
"ENSG00000280385",872.072081588467,-0.243027258815791,0.270291676652021,-0.899129643302589,0.368583610249642,0.612641459790273,"NOT","ENSG00000280385"
"ENSG00000249087",169.190631186194,0.0516545635630629,0.343564843828719,0.150348804573307,0.880489430074705,0.947982658447015,"NOT","ZNF436-AS1"
"ENSG00000116017",2170.08916272565,-0.285578604645283,0.115190997040758,-2.47917469230896,0.0131686792096494,0.0708113845922487,"NOT","ARID3A"
"ENSG00000116016",5429.76331434486,0.360110925211385,0.0609717389876246,5.90619410222951,3.50101452286699e-09,2.35462676743488e-07,"NOT","EPAS1"
"ENSG00000249082",14.6341978248988,0.603300580105185,0.755746439760825,0.798284382651032,0.424705478827649,NA,"NOT","EPIST"
"ENSG00000175137",2470.56923256788,0.0138059299613991,0.110211447096396,0.125267658896846,0.900311654929819,0.957075245396943,"NOT","SH3BP5L"
"ENSG00000280388",15.8341464856037,-1.0020535081079,0.579145383969462,-1.73022791140945,0.083589563405878,NA,"NOT","ENSG00000280388"
"ENSG00000242861",18.8650921629008,-0.432947135905676,0.557761810085107,-0.776222265629148,0.437617761628785,0.674077609077709,"NOT","ENSG00000242861"
"ENSG00000248919",12.3746619154528,-0.65109396702734,0.703164396948809,-0.92594842664473,0.354472782871138,NA,"NOT","ATP5MF-PTCD1"
"ENSG00000180211",25.7225884875435,-0.60078478295444,0.463047936844354,-1.29745699127558,0.194473994156867,0.42542504034388,"NOT","RPL23P6"
"ENSG00000187244",4405.80567954707,-0.344607860646326,0.130130203792888,-2.64817736852849,0.00809270535721277,0.0504743492119027,"NOT","BCAM"
"ENSG00000276203",181.642160369501,-0.113696290699223,0.410856728335371,-0.276729776727463,0.781987605890946,0.899196614448688,"NOT","ENSG00000276203"
"ENSG00000270127",105.23705205477,0.122853050812944,0.234589751043913,0.523693171872402,0.600491965564254,0.7940314231928,"NOT","ENSG00000270127"
"ENSG00000174099",853.731142774134,-0.228712847523192,0.183686465655471,-1.24512629010008,0.213085331684834,0.448251385076812,"NOT","MSRB3"
"ENSG00000137409",14995.8940196957,0.0354958080000283,0.105218982314448,0.337351751739517,0.735851751483221,0.873297951453095,"NOT","MTCH1"
"ENSG00000137404",645.477453752825,0.30804499302536,0.145676072886979,2.11458880597606,0.0344650085521647,0.140925487570088,"NOT","NRM"
"ENSG00000220685",8.65632962446495,-4.02300515436564,1.36385174282398,-2.94973788429206,0.00318043627120376,NA,"NOT","TFB2MP1"
"ENSG00000060138",17602.3834379828,0.148512039257337,0.0756062744286318,1.96428193796963,0.0494974051242133,0.178161224905964,"NOT","YBX3"
"ENSG00000231852",27.3685573972387,-0.175484719951056,0.571818627458794,-0.306888778231873,0.758928030874598,0.887003547187477,"NOT","CYP21A2"
"ENSG00000231851",10.3250319395308,-1.28283796407505,1.04198475665166,-1.23114849414626,0.218267331013418,NA,"NOT","MRPS9-AS1"
"ENSG00000130751",171.783589234493,-0.438246258051467,0.216412433136822,-2.02505120292416,0.0428621068054918,0.16269647041127,"NOT","NPAS1"
"ENSG00000180818",164.532741817208,-0.00823145651432047,0.25156665687061,-0.0327207771360345,0.973897255002865,0.988258214612565,"NOT","HOXC10"
"ENSG00000186115",55.9329655284666,-0.540144709573668,0.364179788796288,-1.48318145649705,0.138026206600443,0.346190315698541,"NOT","CYP4F2"
"ENSG00000110756",2367.78819604341,-0.0664318502631194,0.0929251420186491,-0.714896408227035,0.474673056593824,0.703462753831112,"NOT","HPS5"
"ENSG00000248846",10.9375750719817,3.56199351368852,1.08531783335205,3.28198192660961,0.00103080211827925,NA,"NOT","ENSG00000248846"
"ENSG00000134278",2623.02803953578,0.177391525862887,0.102116275412665,1.73715233096805,0.0823602864368614,0.248655960938505,"NOT","SPIRE1"
"ENSG00000287526",11.1813307515794,0.882872485267368,1.17961574336972,0.748440744564267,0.454194354054461,NA,"NOT","ENSG00000287526"
"ENSG00000287527",11.2554758116808,1.30336411893321,0.951612338490977,1.36963768355508,0.170800030196987,NA,"NOT","ENSG00000287527"
"ENSG00000072506",2773.19925395233,0.219510884804413,0.102368066217215,2.14432970081346,0.0320064786307437,0.133334628459664,"NOT","HSD17B10"
"ENSG00000181135",999.155485043151,-0.213079494378709,0.140389392304523,-1.51777488940555,0.129071157385767,0.331700249177829,"NOT","ZNF707"
"ENSG00000134183",34.9643138942964,-0.0183690399073443,0.449771470163815,-0.0408408294564658,0.967422789297837,0.985624864122105,"NOT","GNAT2"
"ENSG00000286064",10.4329486084229,-0.852330947567228,0.680337763188322,-1.25280558229324,0.210276469601397,NA,"NOT","ENSG00000286064"
"ENSG00000134186",5006.56077522565,-0.257409943122122,0.137779594724921,-1.86827333638225,0.0617239812038698,0.205471269419078,"NOT","PRPF38B"
"ENSG00000134184",35.5296860226221,-0.306403937101063,0.633385131558919,-0.483756125356032,0.628558956058381,0.811172061904921,"NOT","GSTM1"
"ENSG00000262712",71.5179074477715,0.154798037973261,0.422514800538944,0.366373054330419,0.714086723593058,0.861258024291069,"NOT","ENSG00000262712"
"ENSG00000262714",36.2763675251944,0.965993640309986,0.518494202931161,1.86307510257398,0.0624517005704592,0.207020889130881,"NOT","ENSG00000262714"
"ENSG00000134825",1133.3363566262,0.295502189051103,0.158667765226935,1.86239585985509,0.0625473122981626,0.207262161317944,"NOT","TMEM258"
"ENSG00000248213",54.7318792431161,0.388925581267746,0.402699741049902,0.965795459052831,0.334146541200046,0.5824310848197,"NOT","ENSG00000248213"
"ENSG00000037042",1728.57322909421,-0.0569165012054441,0.109865241947047,-0.518057396468273,0.604418223900924,0.796283485834124,"NOT","TUBG2"
"ENSG00000078487",69.8184415420949,-0.0400602243309065,0.331881936748867,-0.120706250913619,0.903923707689096,0.959062261637528,"NOT","ZCWPW1"
"ENSG00000260625",8.26609989930296,-0.868281378205775,0.816174791398745,-1.06384243590485,0.287400083760892,NA,"NOT","RUSF1-DT"
"ENSG00000042753",4809.59146268828,0.287501442880709,0.135442470529,2.1226830975381,0.0337804163267655,0.138971132777013,"NOT","AP2S1"
"ENSG00000105855",850.629178976213,0.482693894013052,0.575334783204582,0.838979161531785,0.401481003389957,0.643241004107838,"NOT","ITGB8"
"ENSG00000105854",4962.17092167667,0.00972557563468781,0.0830381452332127,0.117121783095871,0.906763548119039,0.960616977154613,"NOT","PON2"
